   1.4740123e+01   1.9025767e+00
   9.2761051e+00   4.2845689e+00
   1.3156025e+01   4.9577733e+00
   1.2997675e+01   3.6406009e+00
   5.2053771e-01   1.9965822e+00
   2.2933918e-01   4.1373843e+00
  -1.9930464e+00   1.9256348e+00
   4.7955791e+00   3.6957312e+00
   8.1346789e-01   4.0118811e+00
   3.3069646e+00   4.4304665e+00
   4.2232342e+00   8.3984579e+00
   4.3861613e+00   8.0097078e+00
   1.3451409e+01   4.0858280e+00
   1.4657725e+01   2.0371322e+00
   1.2264852e+01   4.4123137e+00
   5.7147617e+00   5.0446142e+00
   2.9872518e+00   6.7597108e+00
   1.1291980e+01   2.5679390e+00
   1.3400081e+01   4.4425838e+00
   1.5030005e+01   2.9642884e+00
   1.3182585e+01   3.5540375e-01
   1.2039529e+00   1.6902164e+00
   8.5011583e+00   6.7917889e+00
   1.1193973e+01   3.9121473e+00
   1.0583153e+01   7.8469703e+00
   3.8885286e+00   8.9128922e+00
   3.3076349e+00   7.0975251e+00
   1.2026361e+01   4.9943601e+00
  -1.4898875e+00   1.5811957e+00
  -2.6281559e+00   1.8968451e+00
   3.1958520e+00   2.6704917e+00
   5.2037763e+00   5.6363968e+00
   4.4185444e+00   7.9594516e+00
   4.1301295e+00   4.7986900e+00
   8.7048865e+00   7.3710701e+00
   1.1854799e+01   1.8760088e+00
   1.2697327e+01   3.3361115e+00
   3.9610489e+00   1.8106218e+00
   5.8773316e+00   6.1352685e+00
   1.1986709e+01   3.5210265e+00
   4.7985142e+00   6.6044674e+00
  -1.8609973e+00   4.1501575e+00
   1.3560359e+01   4.3824567e+00
   7.5674683e+00   2.5602403e+00
   6.2305944e+00   6.1201242e+00
  -2.3922527e-02   9.8072475e-01
   5.1590778e+00   5.8705971e+00
   1.4953361e+01   1.0988477e+00
   4.5389567e+00   8.6430899e+00
   6.7661187e+00   4.6634109e+00
   3.8098604e+00   8.3956689e+00
   1.2645551e+01   3.3797726e+00
   1.0311576e+01   6.3913804e+00
   5.0413715e+00   9.4752261e+00
   1.5045192e+01   1.9039153e+00
   5.7983794e+00   5.9747450e+00
   6.8343833e+00   5.7010865e+00
   9.8366323e-01   3.5235528e+00
   3.0190842e+00   2.2398665e+00
   8.9564350e+00   7.1339221e+00
   1.5483255e+01   2.7034858e+00
   8.9834862e+00   7.3516796e+00
   2.6101945e+00   8.7290373e+00
   1.1721360e+01   1.6081624e+00
   6.7291049e+00   6.2805355e+00
   3.6826549e+00   7.7687781e+00
   1.4175567e+01   3.8845923e+00
  -1.8182934e+00   1.7861324e+00
   1.1733220e+01   3.2781390e+00
   6.8096342e+00   5.5050631e+00
   1.0807676e+01   6.5716954e+00
   5.1900268e+00   2.6574297e+00
   7.5089342e+00   5.7709880e+00
   1.3453244e+01   3.0562437e+00
   1.2879926e+01   4.5315591e+00
   8.9617535e+00   6.8074029e+00
   1.3256175e+01   3.5930630e+00
   1.0389327e+01   6.9551392e+00
   4.5022905e+00   8.3677154e+00
   6.3659348e+00   2.3461103e+00
   4.4930391e+00   4.7065605e+00
   1.3606770e+01   3.5234740e+00
   7.1177688e+00   5.8873567e+00
   9.3667010e+00   7.2244109e+00
   5.8718433e+00   5.5506270e+00
   4.4714380e+00   4.9860943e+00
   6.1753596e+00   6.1092061e+00
   3.1842445e+00   9.8713291e+00
   1.2043377e+01   4.2737466e+00
   1.2234159e+01   3.5379495e+00
  -6.0989373e+00   1.8041505e+00
   4.0074131e+00   2.1029150e+00
   1.3913661e+01   3.4879802e+00
   1.3337802e+01   8.6271745e+00
   1.4866018e+01   7.8911446e-01
   2.7838968e+00   9.4269681e+00
   3.3323620e+00   6.0284835e+00
   7.4526500e+00   6.6044866e+00
   1.2334198e+01   3.2614752e+00
   1.3607432e+01   2.4379744e+00
   1.4353419e+01   1.9344036e+00
   1.1864261e+01   2.6971638e+00
  -3.7435839e+00   2.9290484e+00
   3.3150954e+00   8.5272756e+00
   3.1448156e+00   7.0217161e+00
   9.7613420e+00   7.3032445e+00
   1.0115346e+01   6.1425456e+00
   2.0595733e+00   1.8728187e+00
   1.1664855e+01   3.1665045e+00
   7.5362128e+00   6.3434553e+00
   1.1944935e+01   4.2158897e+00
   1.2718862e+01   2.7188293e+00
   1.1830474e+01   5.7140445e+00
   2.0706780e+00   7.1659024e-01
   6.5588849e+00   6.7908771e+00
   6.9090681e+00   5.8153468e+00
   1.0156634e+01   5.1133842e+00
   1.0938196e+01   4.0662819e+00
   6.9230049e+00   6.5478451e+00
   1.3976752e+01   4.6170308e+00
   1.2829069e+01   2.2186253e+00
   3.6182499e+00   9.0490052e+00
   1.3955973e+01   2.9995364e+00
   9.1760353e+00   6.7084912e+00
   1.2954154e+01   2.4685455e+00
   6.7651246e-01   2.7377089e+00
   3.9600222e+00   8.6331416e+00
   1.0660533e+01   4.4002111e+00
  -3.0331184e+00   7.9881572e-01
   4.0912188e+00   6.9256165e+00
   1.3695362e+01   2.2733019e+00
   1.2597885e+01   1.6400201e+00
   6.6136368e+00   4.9586518e+00
   7.1499712e+00   6.1916895e+00
   2.9904275e+00   1.4069067e+00
   1.4209628e+01   7.8247068e-01
   4.1575920e+00   9.3010794e+00
   1.1955225e+01   1.0161311e+00
  -1.8198228e+00   1.6546856e+00
  -2.4238099e+00   1.6418781e+00
   3.1323403e+00   6.4036567e+00
  -8.0074700e-01   2.0411524e+00
   7.0614536e+00   6.6573373e+00
   2.0723579e+00   7.5691080e+00
  -1.4989153e-01  -1.0737196e+00
   5.7983894e+00   2.1870234e+00
   1.4008923e+01   8.1453650e-01
   5.9461446e+00   6.3057657e+00
   3.1260539e+00   9.0854286e+00
   1.4808998e+01   3.3023345e+00
   1.2416609e+01   6.6850147e+00
   1.5237129e+01   3.8245458e-02
   5.9049372e+00   5.7389519e+00
   1.2597464e+01   3.7383868e+00
   5.5544788e+00   9.7305722e+00
   3.3100684e+00   8.3710672e+00
   1.4462083e+01   3.1971666e+00
   3.3472634e+00   3.3571529e+00
   8.4332088e+00   7.9851246e+00
   9.6117442e+00   5.8334322e+00
   4.0769627e+00   9.2429715e+00
